frame_id,source,frame,camera,folder,blur,brightness,blur_bin,brightness_bin,max_conf,conf_band,n_boxes,max_area_frac,large_box,stratum
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3666.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3666.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,63.4,112.0,high,high,0.185,low,1,0.008537,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3681.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3681.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,43.3,107.5,low,high,0.472,mid,2,0.039226,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3684.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3684.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,41.7,115.5,low,high,0.715,high,3,0.009120,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3703.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3703.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,40.5,113.1,low,high,0.681,high,3,0.017978,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3775.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3775.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,65.2,99.6,high,mid,0.262,mid,1,0.142732,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3829.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3829.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,55.4,105.9,mid,high,0.604,high,2,0.115792,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3835.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3835.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,63.4,102.7,high,mid,0.630,high,1,0.338463,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3887.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3887.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,50.2,112.1,mid,high,0.365,mid,1,0.175575,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3894.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3894.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,62.9,118.3,mid,high,0.616,high,1,0.002025,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3898.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3898.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,49.9,108.0,mid,high,0.232,low,1,0.001895,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3903.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3903.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,43.8,115.2,low,high,0.261,mid,2,0.021684,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3905.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3905.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,43.5,116.5,low,high,0.623,high,2,0.032232,no,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3920.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3920.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,37.2,98.2,low,mid,0.642,high,2,0.326835,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3939.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3939.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,46.0,100.9,low,mid,0.239,low,1,0.037615,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3969.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3969.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,38.7,103.7,low,mid,0.370,mid,1,0.376337,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR3998.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR3998.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,44.2,98.8,low,mid,0.778,high,3,0.366677,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4008.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4008.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,59.2,100.7,mid,mid,0.716,high,3,0.372919,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4014.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4014.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,61.8,102.1,mid,mid,0.608,high,1,0.043955,no,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4036.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4036.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,41.7,97.2,low,mid,0.551,high,2,0.342512,yes,confident
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4081.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4081.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,41.6,98.1,low,mid,0.655,high,1,0.339658,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4111.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4111.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,41.3,106.8,low,high,0.103,low,1,0.040278,no,faint
ALLFISHDATA/Primary camera/DCIM/103GOPRO/GOPR4120.JPG,ALLFISHDATA,Primary camera/DCIM/103GOPRO/GOPR4120.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/103GOPRO,39.2,9.7,low,low,0.315,mid,1,0.191091,yes,hard_negatives
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4540.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4540.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,74.8,66.8,high,low,0.785,high,1,0.321152,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4541.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4541.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,77.3,69.9,high,low,0.730,high,1,0.239104,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4542.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4542.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,78.7,72.5,high,low,0.410,mid,1,0.259076,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4543.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4543.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,75.1,69.4,high,low,0.666,high,1,0.287897,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4544.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4544.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,76.0,67.2,high,low,0.294,mid,2,0.216407,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4545.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4545.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,74.8,72.4,high,low,0.624,high,1,0.182382,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4546.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4546.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,72.9,70.3,high,low,0.750,high,1,0.229703,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4547.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4547.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,75.0,70.3,high,low,0.660,high,1,0.281178,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4559.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4559.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.7,67.8,low,low,0.362,mid,2,0.385399,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4560.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4560.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,47.1,68.6,low,low,0.143,low,2,0.431107,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4563.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4563.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.9,72.0,low,low,0.126,low,1,0.364758,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4564.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4564.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.8,73.2,low,low,0.334,mid,1,0.361247,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4569.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4569.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.9,73.5,low,low,0.147,low,2,0.394536,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4574.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4574.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.4,74.7,low,mid,0.300,mid,2,0.377580,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4576.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4576.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,44.9,75.6,low,mid,0.312,mid,2,0.360992,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4580.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4580.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,47.7,77.0,low,mid,0.104,low,2,0.384037,yes,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4587.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4587.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,44.6,74.4,low,mid,0.747,high,3,0.389630,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4589.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4589.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.1,74.2,low,low,0.610,high,3,0.373849,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4595.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4595.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,44.6,76.2,low,mid,0.657,high,4,0.400165,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4596.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4596.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.4,76.9,low,mid,0.496,mid,4,0.390775,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4599.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4599.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.4,76.7,low,mid,0.703,high,4,0.382387,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4600.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4600.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,44.9,77.4,low,mid,0.602,high,4,0.381447,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4604.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4604.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.9,77.8,low,mid,0.660,high,4,0.380134,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4605.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4605.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,48.5,77.6,mid,mid,0.776,high,3,0.385072,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4610.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4610.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.6,79.4,low,mid,0.476,mid,3,0.389988,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4612.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4612.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.1,79.6,low,mid,0.616,high,4,0.380479,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4615.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4615.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,78.3,82.9,high,mid,0.649,high,4,0.382645,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4629.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4629.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,53.5,86.6,mid,mid,0.625,high,2,0.392556,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4634.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4634.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,80.9,86.8,high,mid,0.599,high,3,0.377993,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4636.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4636.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,52.1,86.8,mid,mid,0.538,high,3,0.391875,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4637.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4637.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,59.1,87.1,mid,mid,0.518,high,2,0.373014,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4639.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4639.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,74.6,87.4,high,mid,0.531,high,3,0.391352,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4640.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4640.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,66.3,87.3,high,mid,0.403,mid,2,0.412286,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4642.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4642.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,78.1,86.4,high,mid,0.384,mid,3,0.377796,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4649.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4649.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,88.4,86.2,high,mid,0.605,high,3,0.386044,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4650.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4650.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,52.5,86.0,mid,mid,0.448,mid,3,0.378163,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4651.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4651.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,50.9,86.0,mid,mid,0.222,low,2,0.353817,yes,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4656.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4656.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,63.8,87.4,high,mid,0.428,mid,2,0.378019,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4669.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4669.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,53.9,91.2,mid,mid,0.340,mid,2,0.380993,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4688.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4688.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,65.3,95.3,high,mid,0.210,low,1,0.385535,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4700.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4700.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,59.5,96.3,mid,mid,0.162,low,1,0.380520,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4707.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4707.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,61.0,96.2,mid,mid,0.323,mid,1,0.371437,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4710.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4710.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,60.2,94.7,mid,mid,0.151,low,2,0.380066,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4711.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4711.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,60.8,93.8,mid,mid,0.459,mid,3,0.377298,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4721.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4721.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,64.7,96.0,high,mid,0.130,low,1,0.372366,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4723.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4723.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,64.5,97.2,high,mid,0.179,low,2,0.376522,yes,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4794.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4794.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,56.2,105.9,mid,high,0.761,high,32,0.020925,no,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4795.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4795.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,86.5,120.2,high,high,0.876,high,12,0.209400,yes,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4796.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4796.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,75.0,106.0,high,high,0.782,high,47,0.009057,no,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4829.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4829.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,64.2,100.2,high,mid,0.158,low,1,0.001437,no,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4834.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4834.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,70.1,104.7,high,high,0.470,mid,1,0.319177,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4848.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4848.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,55.5,104.1,mid,high,0.114,low,1,0.382788,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4851.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4851.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,72.7,105.0,high,high,0.196,low,1,0.044462,no,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4863.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4863.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,62.2,106.8,mid,high,0.195,low,1,0.176848,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4874.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4874.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,64.5,108.1,high,high,0.261,mid,1,0.317262,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4876.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4876.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,66.8,106.8,high,high,0.239,low,1,0.392450,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4878.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4878.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,70.2,106.1,high,high,0.377,mid,1,0.350933,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4893.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4893.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.1,105.2,low,high,0.190,low,1,0.334339,yes,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4901.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4901.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,45.5,104.9,low,high,0.164,low,1,0.331577,yes,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4903.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4903.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,49.9,104.2,mid,high,0.125,low,1,0.343538,yes,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4908.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4908.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,48.4,104.3,mid,high,0.787,high,1,0.105459,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4910.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4910.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,67.1,106.3,high,high,0.352,mid,1,0.345150,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4916.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4916.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,46.1,106.0,low,high,0.310,mid,1,0.034199,no,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4917.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4917.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,49.8,106.0,mid,high,0.226,low,1,0.024115,no,faint
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4918.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4918.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,47.9,105.7,low,high,0.390,mid,1,0.023853,no,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4919.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4919.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,47.9,105.6,low,high,0.142,low,1,0.380402,yes,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4937.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4937.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,53.2,111.7,mid,high,0.145,low,1,0.003658,no,fish_folders
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4944.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4944.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,67.2,108.0,high,high,0.574,high,18,0.027808,no,confident
ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE/GOPR4969.JPG,ALLFISHDATA,Primary camera/DCIM/104GOPROSOURCE/GOPR4969.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/104GOPROSOURCE,47.1,105.9,low,high,0.156,low,1,0.358263,yes,fish_folders
